Price,Close,High,Low,Open,Volume
Ticker,GE,GE,GE,GE,GE
Date,,,,,
2023-02-08,64.66645050048828,65.1714167262203,64.14571280127637,64.45342624152475,4269472
2023-02-09,63.743324279785156,65.19508424277201,63.46716887586551,64.96627342876316,4838334
2023-02-10,64.1378173828125,64.18515442654203,63.435605978857936,63.75909840532633,4373095
2023-02-13,65.23453521728516,65.42389850179845,63.97213846236645,64.06681256207213,5114245
2023-02-14,65.91307830810547,66.12610257538513,64.66645302496572,64.80058220901255,6726731
2023-02-15,66.88353729248047,66.8993163065603,65.045161471384,65.17929817616208,7305617
2023-02-16,66.3154525756836,66.7020610337306,65.47122255635463,65.96829165135073,5645893
2023-02-17,65.51856994628906,66.13399682474089,64.87948208642067,65.95252305589084,5543523
2023-02-21,64.90314483642578,65.78682999299242,64.54809438085168,64.80847074897935,5101965
2023-02-22,65.63690948486328,66.53637359043832,64.77690045539819,64.82424503822024,10829053
2023-02-23,65.4396743774414,66.59949992612533,64.61911275485409,65.87361994125014,10120732
2023-02-24,65.92095947265625,66.10242568367417,64.42185502781466,64.50864715093627,8704340
2023-02-27,66.14978790283203,66.95456311976876,65.87363244520672,66.27602759622712,8007297
2023-02-28,66.8362045288086,67.5778711195853,65.84995563398621,65.97619531150225,11441143
2023-03-01,66.386474609375,67.3490549018843,66.07876117736197,66.79675164284188,7512988
2023-03-02,67.63308715820312,67.64097666541122,65.78682933326262,65.96040603439039,8546337
2023-03-03,68.15382385253906,68.67456903375131,67.18335413909551,67.77510488418912,9618780
2023-03-06,68.7540283203125,69.35422447672734,68.2880856732815,68.42233918266535,8084105
2023-03-07,68.22490692138672,69.1646890829953,67.99588399715222,68.67505594829882,8643445
2023-03-08,68.69084930419922,69.03043527835263,67.97219324827314,68.52500850265572,7598067
2023-03-09,72.30781555175781,74.97710715076019,70.89419399238683,71.04424869109366,35826152
2023-03-10,71.86557006835938,74.39271157457421,71.69972926168491,72.57632932475194,23152683
2023-03-13,70.26241302490234,71.65234416989507,69.22786903700973,70.83891872821279,14201502
2023-03-14,71.99983215332031,73.50821572683653,71.23378758419992,71.99983215332031,14218418
2023-03-15,70.88629913330078,70.88629913330078,68.27229275872105,70.2782061492366,15107797
2023-03-16,72.63160705566406,72.73427327749137,69.94652184443211,70.60199573057905,10183883
2023-03-17,71.30486297607422,72.52104898033234,70.56251645914186,72.48946169438864,12765689
2023-03-20,71.01265716552734,72.0472087148934,70.60989662546729,71.57336923268512,8705343
2023-03-21,72.79744720458984,73.4766190971386,71.83397466143748,71.84976830318858,8553980
2023-03-22,70.75204467773438,73.12913883349049,70.72045739315082,73.04226625134352,8784783
2023-03-23,72.33149719238281,73.40553266771532,71.49438896776103,71.57335716845675,10834691
2023-03-24,72.15776824951172,72.93170200633386,71.32854919603537,71.52598482051995,8342975
2023-03-27,73.68984985351562,73.950460046775,72.74217093290542,72.87642444005292,7524516
2023-03-28,73.55558013916016,74.02941954369324,73.09754192438056,73.71353164036532,5023152
2023-03-29,74.28215789794922,74.56645858768593,73.97415919278195,74.21107895074354,6162254
2023-03-30,74.27425384521484,74.4795863162076,73.88728691876159,74.19528562525072,6623107
2023-03-31,75.49834442138672,75.55362217545076,74.47958643631942,74.65333161960673,9247391
2023-04-03,76.54077911376953,76.55657275650661,75.30879948485332,75.61679816685358,6199468
2023-04-04,75.06398010253906,77.29102708608343,74.7638858027269,76.57237107129805,8554983
2023-04-05,74.43220520019531,75.27721799852327,73.96626250538695,75.0087109522231,10642230
2023-04-06,73.91888427734375,74.54277098405349,73.87149579420604,74.32954168379199,8025340
2023-04-10,74.51907348632812,75.01660344030047,73.92677412456521,74.10051174756246,7499832
2023-04-11,74.1636962890625,74.99290787304331,74.13999827418472,74.63752824439034,6663078
2023-04-12,74.31373596191406,74.76388495607681,74.0847130543415,74.44009264717388,8768118
2023-04-13,74.47167205810547,74.77967069248267,73.8161982381547,74.53485416882691,11044694
2023-04-14,75.3719711303711,75.5299150853337,74.08470638123293,74.12419048258825,7211767
2023-04-17,76.42232513427734,76.4855072596381,75.40357470287196,75.51413776009603,7676003
2023-04-18,77.76486206054688,77.8043537170027,76.49339832251155,76.60396137141147,8909832
2023-04-19,78.20711517333984,78.42824127373298,77.72537886517713,77.85173555832428,7038101
2023-04-20,78.78361511230469,79.34431959410922,78.23079990185447,78.42033870244938,8661237
2023-04-21,78.58618927001953,79.0363383152922,78.28609493953302,78.95736254695963,5112741
2023-04-24,79.09160614013672,79.58123923334095,78.64146470091286,78.64146470091286,7833505
2023-04-25,77.74117279052734,80.56051925646744,77.03831037941832,80.51313077790105,11649768
2023-04-26,75.9800796508789,77.74907344865815,75.88531023861215,77.57533581745486,8032357
2023-04-27,77.44107818603516,77.54374441474722,76.2880667553212,76.61975590588114,9348633
2023-04-28,78.15973663330078,78.75203600976263,76.50919520092425,76.70663084292579,6279159
2023-05-01,79.905029296875,80.55261388875086,78.4756141617985,78.57038355933422,7408237
2023-05-02,80.1656494140625,80.57631433776977,79.1232085605898,79.45489016876238,7485046
2023-05-03,80.37097930908203,81.30286462976373,80.00770287638912,80.45785189394451,5917543
2023-05-04,78.4361343383789,80.35518265763844,76.92775091433501,80.14985021003062,9055431
2023-05-05,79.16268157958984,80.36307379689387,78.77571472456692,79.4311885769901,6302841
2023-05-08,79.69971466064453,79.8497618221418,79.14689939520368,79.14689939520368,4282128
2023-05-09,79.76289367675781,80.47365296496584,79.5812516688734,79.5812516688734,6520737
2023-05-10,78.60987091064453,80.29199947562343,77.75696139666641,80.14195232722497,5053224
2023-05-11,78.58618927001953,78.95736254695963,78.04127836219928,78.4993242293509,5117628
2023-05-12,78.0254898071289,78.97316134121064,77.1646757698376,78.64147970157656,4332874
2023-05-15,80.55262756347656,80.79744414477152,78.19922361460789,78.29399302823178,7973716
2023-05-16,79.86555480957031,80.73425803423467,79.67601599167791,79.94453057528258,5523851
2023-05-17,81.71350860595703,81.80038117658958,80.19722855241359,80.44994189467083,6871703
2023-05-18,82.13996887207031,82.35319056891758,80.33938060725544,81.25546460543337,5772320
2023-05-19,82.33741760253906,83.53781008048973,82.00573596880939,82.5427500802142,7230687
2023-05-22,82.56643676757812,83.6641629564439,82.21105713381212,82.21105713381212,4996087
2023-05-23,80.3156967163086,82.24264181261934,79.9840075891874,82.02151572787189,5738239
2023-05-24,79.7470932006836,80.13406010012328,78.9020804592554,79.98401294312299,6275400
2023-05-25,80.17353820800781,80.62368719486678,79.39960446704147,80.07877635775702,6737506
2023-05-26,81.13701629638672,82.09259208142275,80.2051385250757,80.22882898925825,6796523
2023-05-30,80.86849975585938,81.39761692518987,79.49436994996819,81.35813282286418,7098370
2023-05-31,80.18143463134766,80.426251175699,78.74413019804184,80.01559384468904,13358734
2023-06-01,82.66119384765625,83.05605753197251,79.81815720167891,79.92872024121415,7797043
2023-06-02,83.55359649658203,84.27225255672916,82.55853658239143,83.31667675038973,7477278
2023-06-05,82.21105194091797,83.55359462271745,82.21105194091797,83.55359462271745,5108732
2023-06-06,83.28507995605469,83.79840349768803,82.21104439923397,82.39268637369787,7794036
2023-06-07,83.77471923828125,84.76188229129298,83.42723645450533,84.2169714266401,9121088
2023-06-08,83.7668228149414,84.67501765973343,83.41934002951487,83.58518837570841,4477596
2023-06-09,83.94847106933594,84.14589916588606,82.98499840359742,83.94057424745564,4365076
2023-06-12,83.89318084716797,84.41440880841698,83.4351350067992,83.95636296804821,4677449
2023-06-13,84.29594421386719,84.6197289729141,83.56148701642552,83.73523217695306,5411582
2023-06-14,82.68488311767578,84.34332113725178,82.10048064557003,84.28013902291039,6429268
2023-06-15,83.24560546875,83.42723991465348,82.12418885837761,82.47956092860368,8733159
2023-06-16,83.9405746459961,86.0017735087673,83.66416323024488,83.67206005216266,13731752
2023-06-20,82.14787292480469,83.87738240991237,81.66613664772024,83.7747161878144,8068443
2023-06-21,82.96129608154297,83.46673040335678,81.80039537952156,81.84777630834355,5983576
2023-06-22,82.7796630859375,83.54570007921218,82.63751274744291,82.6533063906598,5292046
2023-06-23,81.95833587646484,82.42427852158886,81.05804542029831,81.41342501999246,7532911
2023-06-26,82.48746490478516,83.00868532479996,81.6266509602468,81.76090447602206,5326378
2023-06-27,82.85862731933594,83.08764266364912,82.4163751726451,82.62960442548115,5973427
2023-06-28,84.54076385498047,84.79347723449725,82.89811933857908,83.15083271809587,6009012
2023-06-29,85.0856704711914,85.15674940855561,83.74312787847612,83.8852782036626,4070746
2023-06-30,86.75200653076172,87.07579883936157,85.76484351255426,86.07283462966214,9250648
2023-07-03,85.51213836669922,86.34134994607552,84.74609381165594,86.12812820970197,3723916
2023-07-05,85.80432891845703,86.07283593476136,85.10146654377523,85.4647429627582,4588235
2023-07-06,84.79348754882812,85.8833169616401,84.39071941722716,85.2989143693421,4594375
2023-07-07,85.50424194335938,85.97807389826383,84.45389670189559,84.61184068686373,4843847
2023-07-10,87.35357666015625,87.51164499451725,85.64649606801069,85.67810671283272,5805400
2023-07-11,87.8989028930664,88.14390051416191,87.11648650481328,87.51164980732283,4746113
2023-07-12,87.8830795288086,88.49162212580335,87.63808195800713,87.95420346896911,5403938
2023-07-13,87.94629669189453,88.3730705333761,87.58275168272,87.92258871295088,3477075
2023-07-14,87.15599060058594,87.89888598259026,86.95840898734302,87.72501234970663,3405529
2023-07-17,87.83565521240234,88.6338767527929,87.05324654702751,87.26663347581128,4557412
2023-07-18,87.7724380493164,88.38098066930078,87.34566417173342,87.6459879291297,4476718
2023-07-19,86.84777069091797,87.57486080710395,86.01003576964935,87.19551042758843,5604920
2023-07-20,87.91470336914062,88.38889326190679,86.90310229397303,86.9663235836083,5158852
2023-07-21,87.19551849365234,88.42050656846587,86.79246009471792,88.07276679962757,10277106
2023-07-24,87.13227844238281,87.70920282396072,86.98211279705866,87.25082589361953,6687261
2023-07-25,92.59337615966797,93.22562685013605,89.80356290504723,90.4911322255638,21329067
2023-07-26,90.66500091552734,92.77513984022599,89.6613025272545,92.57756576004742,9449750
2023-07-27,91.21821594238281,92.67239620494271,90.8309628941169,91.32886074976238,7752311
2023-07-28,90.4041976928711,91.55805419148919,90.11177657138467,91.30515393000782,5600785
2023-07-31,90.28564453125,90.68870288099005,89.87467596590746,90.44370529592996,5169252
2023-08-01,89.4795150756836,90.25402108823478,88.72871704318767,89.85096276192235,6595040
2023-08-02,88.49163055419922,89.70081320333962,88.46001991111712,89.28194196200175,5377375
2023-08-03,88.79985046386719,89.44001132445051,88.15969715840897,88.38098677279888,4347409
2023-08-04,89.35306549072266,89.99321873163673,88.35726988149536,89.16338653890587,6118274
2023-08-07,90.67291259765625,90.87048669749163,89.73243540383159,89.73243540383159,4140914
2023-08-08,89.7403335571289,90.75193465622682,89.40049645192394,90.40420244475612,4735463
2023-08-09,88.64968872070312,90.04064763695705,88.49953061534896,90.01693210021708,3900213
2023-08-10,89.75611877441406,90.91788528996155,88.87096801097842,88.87096801097842,5853515
2023-08-11,90.5701675415039,91.19451557843965,89.66130857903754,89.73243253285732,4463437
2023-08-14,91.32096099853516,91.5580559425992,90.25403375024699,90.49112869431102,4916020
2023-08-15,89.9774169921875,90.61757025857669,89.6771007875048,90.60966759819686,4276614
2023-08-16,89.75611877441406,91.15498018884374,89.67709217820261,89.88256888347631,4614924
2023-08-17,87.69340515136719,90.40419144671154,87.67759983050728,90.08015970370907,5734981
2023-08-18,88.349365234375,88.46001002792558,86.95050377277973,87.17179335988088,5651281
2023-08-21,88.53114318847656,88.89468824654618,87.74083178665127,88.54694850989807,3686075
2023-08-22,88.24662017822266,89.34515786233601,87.59855675815652,88.6338731652628,3308421
2023-08-23,89.6771011352539,89.90629339740693,88.12017881777024,88.12017881777024,3568043
2023-08-24,87.75663757324219,90.06435806038945,87.74083225173689,89.46371806756345,4211960
2023-08-25,88.49163055419922,88.80775209527023,87.10857425785724,88.08066197363188,3903596
2023-08-28,90.0643539428711,90.31725418564376,88.63388175054003,88.95001083156818,3524313
2023-08-29,91.14708709716797,91.41579266274145,89.24242504655206,89.83516235597868,5833091
2023-08-30,90.3409652709961,91.34466361618315,90.05645437688202,90.76773916729212,6086573
2023-08-31,90.45951080322266,90.83886117231084,89.94580765061104,90.5543502842759,5218620
2023-09-01,90.28564453125,91.2498295505348,89.72451786170525,90.90208982413908,4435119
2023-09-05,89.21080780029297,90.24611668368735,88.76032596745387,89.850961025032,4406550
2023-09-06,89.05274200439453,90.15128730794609,88.46001227725611,89.18710233614854,5018014
2023-09-07,88.349365234375,89.42418742008198,88.04904149327368,88.68919471979015,4139035
2023-09-08,88.29405212402344,88.53904972703722,87.8988964058037,88.12018602564684,3170967
2023-09-11,90.30146026611328,90.3330709116698,88.61018495708171,88.71292711026597,5272499
2023-09-12,90.88629150390625,92.32466648314977,90.09597250938084,90.29355414679353,5275255
2023-09-13,89.77982330322266,91.17078200457948,89.02112267800455,90.64127360981503,3508651
2023-09-14,91.39998626708984,92.63287683415008,90.34886444338322,90.38837774517212,6637768
2023-09-15,91.27354431152344,91.60547874161884,90.254033038043,91.2182181289449,8437076
2023-09-18,92.12708282470703,92.80674943886093,90.8230606676659,91.50273483694495,4700880
2023-09-19,91.84255981445312,92.21400749377909,91.06014360132028,91.69239416664914,3882045
2023-09-20,90.76773834228516,92.99642462121318,90.7440228053871,92.09546842795766,5134919
2023-09-21,89.2977523803711,90.36467964141382,88.5627595560112,90.05646074352119,5760292
2023-09-22,87.92259979248047,89.46371683463252,87.78034434576834,89.22662190507066,6249463
2023-09-25,88.35758972167969,88.54740519285926,87.49552687457675,87.5667095664096,4741101
2023-09-26,86.94190979003906,88.53159366237199,86.79955195862958,87.78815599067804,6022043
2023-09-27,87.70115661621094,88.27058789287786,87.1159010835816,87.49552445488018,5912656
2023-09-28,88.84793090820312,89.36200372684289,87.65369485588876,87.83560196558187,5518337
2023-09-29,87.43224334716797,89.17219311501727,86.92607889127045,89.07728538939617,4924165
2023-10-02,86.0403060913086,87.9463390408183,85.49459224428374,87.3531751029924,5389278
2023-10-03,85.2256851196289,86.98936006739835,84.65624628169589,85.66067448592919,8624900
2023-10-04,86.0877456665039,86.372468858219,84.90933384382437,85.39177328362203,4876551
2023-10-05,85.98493957519531,86.3250212389152,84.76697831298921,85.7081322593928,4819539
2023-10-06,88.15986633300781,88.49994797687042,85.37595395900843,85.69231055899826,5284026
2023-10-09,87.20289611816406,87.89886848387408,86.63345730934543,87.79605240833835,5418473
2023-10-10,88.16778564453125,89.36201427727951,87.66952190116125,87.95424512031016,5707039
2023-10-11,89.57555389404297,89.68627832916322,88.42877536248926,88.57904153852306,3580573
2023-10-12,88.04914093017578,89.95516601170384,87.5983348980252,89.76535811855085,3861746
2023-10-13,86.50692749023438,88.15987058031196,85.93748860704349,88.02542109799344,4578337
2023-10-16,86.31710815429688,87.7248848224482,85.407595212038,86.91027205601445,5616698
2023-10-17,87.0130844116211,87.54297394618581,85.46294998559777,86.00866377601736,4916647
2023-10-18,85.0754165649414,86.66509269735185,84.94887544457008,86.2221949957714,6080433
2023-10-19,84.58506774902344,86.28546828613494,84.36361890092826,85.15450656404508,5035055
2023-10-20,83.8969955444336,84.81442431962236,83.46201375940149,84.38734332136235,9714760
2023-10-23,84.37944030761719,85.6527674749886,83.99190858209091,84.21335744255221,7300229
2023-10-24,89.86027526855469,90.86469595167097,85.66858619794941,87.8277012976981,15904078
2023-10-25,87.94632720947266,90.42179115782305,87.85932782747878,90.42179115782305,8224191
2023-10-26,86.04820251464844,88.83211468210254,84.60088421904467,88.39712533445972,9738191
2023-10-27,84.11054229736328,86.87072961492754,83.62019448397612,86.39619849738357,6677237
2023-10-30,86.84701538085938,87.37690499980896,84.95679902333312,85.03589007295547,5611435
2023-10-31,85.91374969482422,86.79953748971006,85.48666871122491,86.609729599658,6349452
2023-11-01,84.82233428955078,85.67648874184871,83.69928090164385,85.65276369939409,12703791
2023-11-02,85.24150085449219,86.38828686514556,84.90933513328936,86.11147957728927,9398127
2023-11-03,86.14312744140625,86.56229261742862,85.48668911520423,85.85049584857882,6941620
2023-11-06,88.40503692626953,88.48412796344218,85.84257351228061,86.43573738967089,6131806
2023-11-07,88.42086029052734,89.31455649115046,87.6774226939496,88.07287031526334,5237415
2023-11-08,90.04217529296875,90.20034981475033,88.57113182688215,88.73721469672469,6065021
2023-11-09,89.44110107421875,90.76978668547997,89.31455994745873,90.43761339252416,5786605
2023-11-10,91.16521453857422,91.3945717176811,89.52018011125168,89.94725352159618,4382618
2023-11-13,91.36295318603516,92.1854743137193,90.72233918607373,91.06241327605574,5753776
2023-11-14,92.7311782836914,92.97635219025777,91.40249266737013,92.13801438706922,6007634
2023-11-15,91.97984313964844,92.9289054079997,91.52112870187035,92.5018243630167,5245309
2023-11-16,94.0677719116211,94.08359616796156,91.98774788720219,92.20919674922436,5825072
2023-11-17,94.85074615478516,94.96937892727946,94.06776683209809,94.37621506480794,5186418
2023-11-20,94.96147155761719,95.49136108528583,94.62138993155688,94.85074713144495,5190678
2023-11-21,94.8191146850586,95.10383032058589,94.14685977379024,94.74793199589588,3506019
2023-11-22,94.58975219726562,95.29364045969041,94.39993674381303,94.82701773380069,3773785
2023-11-24,94.88237762451172,95.1829175036774,94.65302043162676,94.89028597181387,1981995
2023-11-27,94.88237762451172,95.15918490120951,94.36830480762683,94.66883712623104,3984415
2023-11-28,93.99659729003906,94.99310961397747,93.76724007888465,94.88238518236629,4378107
2023-11-29,94.0045166015625,94.66885570814819,93.6802516168426,94.52649786820575,3792831
2023-11-30,96.32969665527344,96.36133004472754,94.03613226918213,94.15476504019654,10174611
2023-12-01,96.88333892822266,97.47650290669091,96.0687260563845,96.25062564414777,5668572
2023-12-04,96.11616516113281,96.81214515770343,95.82354116014133,96.33761402918367,4747116
2023-12-05,95.0880126953125,95.83935107545548,94.89819723310966,95.70490160662918,3688206
2023-12-06,94.75584411621094,96.94659258493155,94.6688447283397,95.76026478873142,3964241
2023-12-07,94.4948501586914,94.92192361382556,93.45878857063917,94.51066685400433,5064626
2023-12-08,95.37274169921875,95.55464883937982,94.09942196034234,94.19432214418697,4925418
2023-12-11,95.12755584716797,95.62581199215519,94.62139135451821,95.37272974583031,4643869
2023-12-12,96.74095916748047,96.86749272295175,95.3885410666443,95.68908094257279,4664543
2023-12-13,95.83936309814453,96.77260871001754,95.31738185244868,96.59070157254011,5506309
2023-12-14,95.97380065917969,96.80423007632831,94.82702221872988,95.7998094524202,10454155
2023-12-15,97.46066284179688,97.8086528234316,96.35342611508378,96.812140525446,13586279
2023-12-18,97.78492736816406,97.94310188258166,97.35785391106798,97.80865241124242,5206215
2023-12-19,99.60395812988281,99.63559908038478,97.83238244536206,97.83238244536206,5957138
2023-12-20,97.57139587402344,99.82541882539383,97.4527630871092,99.20062149712888,6231921
2023-12-21,100.4185791015625,100.48184588664516,98.21992222981922,98.25155562236054,5185165
2023-12-22,100.19712829589844,101.25691497060838,99.79377986710615,100.75075045748187,4030650
2023-12-26,100.81401824951172,101.00383372411342,100.15758755759168,100.28412868713876,2480063
2023-12-27,101.45502471923828,101.62121186535258,100.38665932627993,100.4262258931383,3314310
2023-12-28,101.55000305175781,102.24642009580293,101.14639376481963,101.29676186579776,3965494
2023-12-29,101.00395202636719,101.67662916424035,100.4737296829759,101.48669448180476,4441133
2024-01-02,99.67443084716797,101.41547353261252,99.11255525133089,100.513295148948,5189425
2024-01-03,98.1787109375,99.0967082665123,97.85424238600541,99.01757513100824,4531850
2024-01-04,98.65354919433594,99.53198003735967,98.26577409834438,98.36864718407497,4364199
2024-01-05,99.94349670410156,99.98306327318585,98.70893653026658,98.84347043046273,4190157
2024-01-08,101.51834869384766,101.6370635454676,98.2974328993353,99.88810750975831,6920068
2024-01-09,101.9140396118164,101.9140396118164,100.46581230409004,100.71905349355268,4815028
2024-01-10,102.6421127319336,103.01406121196811,101.70036777735905,101.85072831922187,4571320
2024-01-11,102.7449951171875,103.03780289129007,101.14639963572519,102.9744963737805,5014005
2024-01-12,102.71333312988281,103.51263086156183,102.23059067809783,103.35435700426997,5640380
2024-01-16,101.27301788330078,102.76081935924664,100.6953156632054,102.2464236551901,6314619
2024-01-17,100.41041564941406,101.83490307244536,99.86436667643831,100.8377649024476,5031171
2024-01-18,101.73201751708984,101.82698485378037,100.3233643565355,100.66365200126901,6508082
2024-01-19,102.72915649414062,102.91908358980567,100.85358008692741,101.85071814377012,6154611
2024-01-22,103.85291290283203,104.67595047383718,103.08527609229851,103.10110271948774,10052443
2024-01-23,102.83993530273438,104.36730309572876,100.109675818412,101.00393316505401,13333800
2024-01-24,102.8241195678711,103.18815470869458,100.07011228698173,103.09318737515154,10785198
2024-01-25,102.8241195678711,104.85796988113292,102.63419246609479,103.3860026898001,6086573
2024-01-26,103.82125854492188,104.65220185538006,103.18814807222618,103.29894202668247,4696495
2024-01-29,103.75003051757812,104.57306807475454,102.6341852317021,103.98744505204614,6126544
2024-01-30,105.9896469116211,106.26663561139664,103.84501010014783,104.05076383974294,7871346
2024-01-31,104.79466247558594,106.41699018476727,104.55724792640723,105.8630203815804,6253472
2024-02-01,107.16089630126953,107.20047043974151,104.83423805846962,105.27741393912117,6190572
2024-02-02,108.0551528930664,108.74364903857186,106.86808013831939,107.17671451536775,6103864
2024-02-05,108.98107147216797,109.71705512028318,107.42996346479356,107.61198483083167,7158013
2024-02-06,108.87818908691406,109.51921294984129,108.08681224929232,108.95732979680032,6026178
2024-02-07,109.60625457763672,109.86741663915676,109.15517297750544,109.7012219122522,5807655
2024-02-08,110.04151916503906,110.38181437398714,109.4084161979903,109.72496389885968,4327110
2024-02-09,110.22354125976562,110.34224097440197,109.37675610621264,110.0098666428001,4324604
2024-02-12,110.92786407470703,111.44226733141713,109.92281263483741,110.42929501192731,4516313
2024-02-13,112.1940689086914,112.20989553608811,109.75661698341031,110.65878770218846,9054930
2024-02-14,115.93730926513672,116.25385696676788,112.65307957752567,113.16747526665884,13116028
2024-02-15,117.41719055175781,117.82870559257279,116.16681123535338,116.3329984014823,8627532
2024-02-16,118.0423812866211,118.99203953672831,117.52798558958305,117.87619411897637,8616756
2024-02-20,117.61502838134766,118.976201546035,116.9819178981964,117.93157605761388,7166032
2024-02-21,117.97115325927734,118.22439443300028,116.85530035375548,117.49632416721943,5304826
2024-02-22,120.02874755859375,120.48774247328394,118.58843360566107,118.58843360566107,5753024
2024-02-23,121.3424301147461,121.71438612953136,120.21867145241404,120.28989884287093,7066168
2024-02-26,122.48202514648438,122.80649371829372,121.52445362445783,121.60359433022616,7705449
2024-02-27,121.86475372314453,122.67195718012869,121.16042335289183,122.65613055140076,7300354
2024-02-28,123.14678192138672,124.17558083988513,121.73021548223183,121.99928329165255,7633025
2024-02-29,124.15975189208984,124.38925312681097,122.74317791409045,123.44750824612288,8177329
2024-03-01,125.5525894165039,126.08281932334764,124.14393619373227,124.24680928393818,8698201
2024-03-04,127.42024993896484,128.0216920990786,125.49719348050003,126.12238314930053,8402242
2024-03-05,124.9273910522461,128.32242218710314,123.91442632736276,127.82385313874278,8003663
2024-03-06,126.22526550292969,127.39651171171974,125.41014114551592,125.90871022438067,8198755
2024-03-07,131.76492309570312,131.94694444667607,127.86341723908352,128.2353581243385,14393838
2024-03-08,132.92034912109375,139.13267912598837,132.43760668647403,134.14698849343728,21242234
2024-03-11,131.81240844726562,133.28437568272926,128.97926037593197,132.23184436411,9338609
2024-03-12,132.524658203125,132.79372603081853,129.7310765748912,132.51674488850523,6928589
2024-03-13,134.66139221191406,135.3657226200315,130.98147387553936,130.98147387553936,8462887
2024-03-14,131.96278381347656,135.12830638847697,131.07643204545295,134.7326103926191,9460777
2024-03-15,133.6563262939453,134.93044549070316,130.49080402158043,131.09224614193866,13263757
2024-03-18,134.46353149414062,135.12829526543854,133.41100020421695,133.71172126839235,6228788
2024-03-19,137.27293395996094,137.64487483536914,133.74336908203807,134.3843928851275,9360787
2024-03-20,137.64488220214844,138.31755929611535,136.1254351030809,136.60026421286696,7229434
2024-03-21,139.78952026367188,140.11398125963285,136.98011230120926,138.1909249639952,7890893
2024-03-22,138.61038208007812,140.47013215017031,138.55498887507454,139.52047382762294,6842132
2024-03-25,137.2966766357422,138.89525682251778,136.74269927252698,138.2225948817738,6288181
2024-03-26,137.3441619873047,138.53123476914405,136.4340703327912,137.29668210215507,5056983
2024-03-27,142.5435028076172,142.73343744639442,138.23840340216466,138.50747116934187,12606433
2024-03-28,138.91107177734375,142.4248098025489,137.96141366948387,142.40898317612576,12122274
2024-04-01,138.7765655517578,139.30678787496083,136.95638220453657,138.96650022696164,7399592
2024-04-02,135.32369995117188,143.29616004738398,132.8645353383502,139.3495949208151,20490400
2024-04-03,144.39683532714844,146.69735535726792,136.85075620464792,136.98957964573304,16208500
2024-04-04,146.15196228027344,150.7133295461265,144.98188123165454,145.41817263801835,11880200
2024-04-05,154.9871063232422,155.15567653290725,147.28236892852078,147.28236892852078,14768500
2024-04-08,155.2052764892578,156.6232575943177,152.40895650133336,156.1472937074481,9588800
2024-04-09,153.1923370361328,156.54393578848666,149.66222722978944,154.81856093609372,8808800
2024-04-10,155.2945098876953,156.4645908757699,150.37616617613304,150.61415567416006,8075400
2024-04-11,156.35552978515625,157.1091557051582,153.45014813644966,155.75066812080516,6063200
2024-04-12,153.60391235351562,155.9383091480996,152.01452355749404,154.86547398441527,6846900
2024-04-15,152.6800994873047,157.63699311297628,151.67680693787625,156.156874756113,6423700
2024-04-16,155.7197723388672,155.97805674131556,150.99136402735485,151.68671596176324,6187200
2024-04-17,154.6370086669922,157.62702955808282,152.61055229660047,156.95154915379737,6519900
